# HOMER Peaks
# Peak finding parameters:
# tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags
#
# total peaks = 20447
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 170
# genome size = 2000000000
# Total tags = 34851833.0
# Total tags in peaks = 6020541.0
# Approximate IP efficiency = 17.27%
# tags per bp = 0.016404
# expected tags per peak = 16.404
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.506879e-06
# FDR tag threshold = 37.0
# number of putative peaks = 291816
#
# input tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 1883
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = /ru-auth/local/home/tcarroll/Homer//bin/findPeaks /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags -i /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags -region -size 1000 -minDist 2500 -o /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/Peaks//HOMER/H3K27Ac_Limb_1/_H3K27Ac_Limb_1__Input_Limb_Homer/_H3K27Ac_Limb_1__Input_Limb_homer.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr10-6432	chr10	71158691	71160554	+	44.2	1863.000	52.000000	154.0	31.2	4.94	1.28e-55	0.95
chr10-7506	chr10	120226465	120228100	+	44.2	1635.000	48.000000	154.0	30.0	5.13	1.10e-57	0.96
chr10-3241	chr10	127059029	127060914	+	44.2	1885.000	83.000000	154.0	32.3	4.76	1.20e-53	0.96
chr11-13973	chr11	4186198	4187795	+	44.2	1597.000	48.000000	154.0	34.7	4.44	5.77e-50	0.95
chr11-21091	chr11	32204164	32206307	+	44.2	2143.000	39.000000	154.0	30.0	5.13	1.10e-57	0.98
chr11-5742	chr11	61683692	61685552	+	44.2	1860.000	87.000000	154.0	32.3	4.76	1.20e-53	0.94
chr11-8289	chr11	95823282	95825062	+	44.2	1780.000	67.000000	154.0	35.9	4.29	3.05e-48	0.96
chr11-7813	chr11	96898902	96900667	+	44.2	1765.000	70.000000	154.0	35.3	4.36	4.28e-49	0.93
chr11-9349	chr11	118348070	118349842	+	44.2	1772.000	62.000000	154.0	29.4	5.24	9.37e-59	0.96
chr12-4999	chr12	13268283	13270099	+	44.2	1816.000	56.000000	154.0	20.6	7.48	8.29e-79	0.94
chr12-2461	chr12	69445796	69447559	+	44.2	1763.000	86.000000	154.0	32.3	4.76	1.20e-53	0.93
chr12-3732	chr12	79854792	79856864	+	44.2	2072.000	66.000000	154.0	36.5	4.22	2.08e-47	0.94
chr12-6022	chr12	81531848	81533779	+	44.2	1931.000	51.000000	154.0	27.1	5.69	2.56e-63	0.97
chr13-4091	chr13	44634502	44636464	+	44.2	1962.000	65.000000	154.0	32.9	4.68	1.07e-52	0.94
chr13-1871	chr13	56350412	56352093	+	44.2	1681.000	111.000000	154.0	37.6	4.09	8.61e-46	0.94
chr14-5848	chr14	22782822	22784921	+	44.2	2099.000	47.000000	154.0	30.6	5.04	1.22e-56	0.96
chr14-3083	chr14	27350230	27352258	+	44.2	2028.000	69.000000	154.0	30.6	5.04	1.22e-56	0.94
chr14-2675	chr14	31933481	31935252	+	44.2	1771.000	76.000000	154.0	32.3	4.76	1.20e-53	0.94
chr14-1937	chr14	77156297	77158063	+	44.2	1766.000	96.000000	154.0	27.6	5.57	3.92e-62	0.98
chr14-3249	chr14	117930040	117931816	+	44.2	1776.000	67.000000	154.0	29.4	5.24	9.37e-59	0.93
chr15-4005	chr15	38661416	38662983	+	44.2	1567.000	65.000000	154.0	27.1	5.69	2.56e-63	0.94
chr15-3364	chr15	84638594	84640452	+	44.2	1858.000	74.000000	154.0	36.5	4.22	2.08e-47	1.00
chr15-3711	chr15	96491046	96492912	+	44.2	1866.000	69.000000	154.0	25.9	5.95	8.76e-66	0.96
chr16-2133	chr16	64873046	64874567	+	44.2	1521.000	80.000000	154.0	20.6	7.48	8.29e-79	0.92
chr16-8750	chr16	91405396	91407308	+	44.2	1912.000	37.000000	154.0	30.6	5.04	1.22e-56	0.92
chr17-6905	chr17	33088698	33090296	+	44.2	1598.000	51.000000	154.0	27.6	5.57	3.92e-62	0.92
chr17-3531	chr17	34646595	34648384	+	44.2	1789.000	79.000000	154.0	25.3	6.09	4.55e-67	0.96
chr17-3666	chr17	46612501	46614452	+	44.2	1951.000	77.000000	154.0	31.8	4.85	1.27e-54	0.96
chr18-2990	chr18	56974467	56976045	+	44.2	1578.000	67.000000	154.0	20.6	7.48	8.29e-79	0.94
chr18-2397	chr18	67204890	67206664	+	44.2	1774.000	78.000000	154.0	29.4	5.24	9.37e-59	0.92
chr18-1705	chr18	75494327	75496084	+	44.2	1757.000	98.000000	154.0	30.6	5.04	1.22e-56	0.91
chr19-1470	chr19	43939415	43940921	+	44.2	1506.000	101.000000	154.0	23.5	6.55	3.82e-71	0.93
chr1-6259	chr1	57806334	57808537	+	43.9	2203.000	60.000000	153.0	32.3	4.73	5.72e-53	1.01
chr1-11668	chr1	179203976	179206742	+	43.9	2766.000	44.000000	153.0	33.5	4.56	4.21e-51	0.97
chr2-3772	chr2	73312100	73313747	+	43.9	1647.000	113.000000	153.0	34.1	4.49	3.36e-50	0.92
chr2-15853	chr2	76369467	76371300	+	43.9	1833.000	46.000000	153.0	30.0	5.10	5.67e-57	0.95
chr2-10420	chr2	92599050	92601148	+	43.9	2098.000	58.000000	153.0	32.3	4.73	5.72e-53	0.95
chr2-7398	chr2	157057712	157059525	+	43.9	1813.000	72.000000	153.0	34.1	4.49	3.36e-50	0.98
chr3-3067	chr3	55473088	55475100	+	43.9	2012.000	86.000000	153.0	37.1	4.13	5.69e-46	0.96
chr4-5890	chr4	19574481	19576016	+	43.9	1535.000	72.000000	153.0	22.3	6.85	3.14e-73	0.98
chr4-11145	chr4	105346898	105349038	+	43.9	2140.000	50.000000	153.0	31.8	4.82	6.19e-54	0.97
chr4-8619	chr4	141077040	141078892	+	43.9	1852.000	58.000000	153.0	32.3	4.73	5.72e-53	0.93
chr4-11856	chr4	150361067	150363241	+	43.9	2174.000	49.000000	153.0	30.6	5.00	6.17e-56	0.95
chr7-6418	chr7	27837768	27839541	+	43.9	1773.000	66.000000	153.0	27.6	5.53	2.19e-61	0.96
chr7-6056	chr7	30071795	30073300	+	43.9	1505.000	69.000000	153.0	19.4	7.88	2.46e-81	0.96
chr7-7997	chr7	38060655	38062240	+	43.9	1585.000	57.000000	153.0	22.9	6.67	9.32e-72	0.95
chr7-5346	chr7	45521050	45522832	+	43.9	1782.000	76.000000	153.0	30.0	5.10	5.67e-57	0.95
chr7-4302	chr7	56049564	56051366	+	43.9	1802.000	89.000000	153.0	27.6	5.53	2.19e-61	0.97
chr7-5854	chr7	68748167	68749945	+	43.9	1778.000	71.000000	153.0	26.5	5.78	9.07e-64	0.93
chr7-4256	chr7	112389696	112391581	+	43.9	1885.000	90.000000	153.0	31.8	4.82	6.19e-54	0.95
chr8-8540	chr8	90075026	90077416	+	43.9	2390.000	50.000000	153.0	34.7	4.41	2.57e-49	0.97
chr8-3171	chr8	108510128	108511895	+	43.9	1767.000	92.000000	153.0	24.7	6.19	1.36e-67	0.94
chr8-5860	chr8	108691084	108693146	+	43.9	2062.000	62.000000	153.0	31.8	4.82	6.19e-54	0.94
chr8-3702	chr8	121664748	121666290	+	43.9	1542.000	83.000000	153.0	34.1	4.49	3.36e-50	0.97
chr8-3643	chr8	123514266	123516033	+	43.9	1767.000	84.000000	153.0	28.8	5.31	4.00e-59	0.94
chr9-12725	chr9	73062886	73064890	+	43.9	2004.000	41.000000	153.0	26.5	5.78	9.07e-64	0.97
chr9-13469	chr9	75558392	75560091	+	43.9	1699.000	40.000000	153.0	29.4	5.20	4.91e-58	0.94
chr9-5685	chr9	107643680	107645447	+	43.9	1767.000	65.000000	153.0	34.7	4.41	2.57e-49	0.94
chr9-3934	chr9	108990579	108992205	+	43.9	1626.000	84.000000	153.0	32.3	4.73	5.72e-53	0.98
chr10-3222	chr10	81600280	81602251	+	43.9	1971.000	83.000000	153.0	32.9	4.65	5.03e-52	0.96
chr10-3449	chr10	82690044	82691809	+	43.9	1765.000	79.000000	153.0	32.3	4.73	5.72e-53	0.97
chr10-4552	chr10	120390736	120392566	+	43.9	1830.000	65.000000	153.0	33.5	4.56	4.21e-51	0.93
chr10-5763	chr10	130541615	130543407	+	43.9	1792.000	56.000000	153.0	18.8	8.13	3.97e-83	0.92
chr11-14556	chr11	5860990	5863083	+	43.9	2093.000	47.000000	153.0	33.5	4.56	4.21e-51	0.99
chr11-4472	chr11	44664783	44666291	+	43.9	1508.000	104.000000	153.0	32.3	4.73	5.72e-53	0.91
chr11-6724	chr11	114872289	114874114	+	43.9	1825.000	78.000000	153.0	32.3	4.73	5.72e-53	0.95
chr11-11704	chr11	119125163	119127274	+	43.9	2111.000	54.000000	153.0	34.1	4.49	3.36e-50	0.94
chr12-6982	chr12	29289875	29291940	+	43.9	2065.000	47.000000	153.0	31.8	4.82	6.19e-54	0.93
chr12-2694	chr12	103241643	103243396	+	43.9	1753.000	81.000000	153.0	29.4	5.20	4.91e-58	0.96
chr12-5662	chr12	118847792	118850089	+	43.9	2297.000	53.000000	153.0	38.2	4.00	2.11e-44	0.96
chr13-4409	chr13	56112133	56114433	+	43.9	2300.000	62.000000	153.0	35.9	4.26	1.31e-47	0.92
chr13-2356	chr13	75707247	75709021	+	43.9	1774.000	95.000000	153.0	26.5	5.78	9.07e-64	0.96
chr14-2044	chr14	21685978	21687501	+	43.9	1523.000	92.000000	153.0	35.3	4.34	1.87e-48	0.95
chr14-7901	chr14	56570859	56572796	+	43.9	1937.000	41.000000	153.0	25.9	5.91	5.22e-65	0.96
chr16-1799	chr16	21215597	21217391	+	43.9	1794.000	90.000000	153.0	37.6	4.06	3.53e-45	0.99
chr16-2101	chr16	92697098	92698733	+	43.9	1635.000	81.000000	153.0	31.2	4.91	6.35e-55	0.93
chr16-1115	chr16	94327781	94329287	+	43.9	1506.000	129.000000	153.0	30.0	5.10	5.67e-57	0.98
chr17-3869	chr17	28517378	28519179	+	43.9	1801.000	74.000000	153.0	28.2	5.42	3.06e-60	0.92
chr18-5002	chr18	67448059	67449918	+	43.9	1859.000	49.000000	153.0	28.8	5.31	4.00e-59	0.94
chr19-2055	chr19	38395358	38396861	+	43.9	1503.000	79.000000	153.0	21.8	7.03	9.52e-75	0.95
chrX-1349	chrX	17571049	17572572	+	43.9	1523.000	71.000000	153.0	11.2	13.69	1.81e-114	0.94
chrX-2978	chrX	99566800	99569185	+	43.9	2385.000	39.000000	153.0	35.3	4.34	1.87e-48	0.99
chrX-2468	chrX	143061426	143064200	+	43.9	2774.000	46.000000	153.0	31.2	4.91	6.35e-55	0.94
chrX-2471	chrX	150812127	150814472	+	43.9	2345.000	46.000000	153.0	21.8	7.03	9.52e-75	0.93
chrX-491	chrX	160501898	160503407	+	43.9	1509.000	127.000000	153.0	11.8	13.01	2.58e-111	0.98
chr1-13140	chr1	74283534	74285730	+	43.6	2196.000	41.000000	152.0	32.3	4.70	2.71e-52	0.97
chr1-2787	chr1	135509679	135511205	+	43.6	1526.000	102.000000	152.0	30.0	5.07	2.90e-56	0.95
chr1-4748	chr1	189342766	189344573	+	43.6	1807.000	72.000000	152.0	25.9	5.87	3.09e-64	0.95
chr2-7463	chr2	27441537	27443325	+	43.6	1788.000	71.000000	152.0	27.1	5.62	8.27e-62	0.95
chr2-10375	chr2	52675507	52677060	+	43.6	1553.000	58.000000	152.0	29.4	5.17	2.56e-57	0.95
chr2-7342	chr2	80616345	80618208	+	43.6	1863.000	72.000000	152.0	30.6	4.97	3.09e-55	0.97
chr2-7371	chr2	121456480	121458048	+	43.6	1568.000	72.000000	152.0	25.3	6.01	1.68e-65	0.96
chr2-5477	chr2	131233392	131235163	+	43.6	1771.000	88.000000	152.0	28.8	5.27	2.13e-58	0.93
chr2-5030	chr2	165503247	165505017	+	43.6	1770.000	93.000000	152.0	34.7	4.38	1.13e-48	0.93
chr2-7780	chr2	169825352	169827281	+	43.6	1929.000	70.000000	152.0	29.4	5.17	2.56e-57	0.92
chr2-8314	chr2	170069703	170071775	+	43.6	2072.000	67.000000	152.0	32.9	4.62	2.34e-51	0.95
chr2-6416	chr2	174673029	174675316	+	43.6	2287.000	79.000000	152.0	29.4	5.17	2.56e-57	0.95
chr3-4751	chr3	100488252	100490420	+	43.6	2168.000	63.000000	152.0	27.6	5.50	1.21e-60	0.96
chr3-3554	chr3	108199906	108201680	+	43.6	1774.000	78.000000	152.0	35.3	4.31	8.14e-48	0.95
chr4-6145	chr4	11075203	11076727	+	43.6	1524.000	70.000000	152.0	24.7	6.15	8.43e-67	0.99
chr4-11044	chr4	45106833	45108723	+	43.6	1890.000	50.000000	152.0	32.9	4.62	2.34e-51	0.97
chr4-18729	chr4	96552513	96554126	+	43.6	1613.000	39.000000	152.0	20.6	7.38	4.62e-77	0.90
chr4-8022	chr4	98321115	98322940	+	43.6	1825.000	60.000000	152.0	33.5	4.53	1.92e-50	0.95
chr4-10336	chr4	105549104	105550917	+	43.6	1813.000	52.000000	152.0	31.2	4.88	3.12e-54	0.95
chr4-14432	chr4	109431931	109433984	+	43.6	2053.000	44.000000	152.0	37.1	4.10	2.35e-45	0.97
chr4-13857	chr4	126295997	126298032	+	43.6	2035.000	45.000000	152.0	31.8	4.79	2.99e-53	0.97
chr4-4935	chr4	129460499	129462029	+	43.6	1530.000	81.000000	152.0	18.8	8.08	3.23e-82	1.00
chr5-3814	chr5	65198683	65200194	+	43.6	1511.000	89.000000	152.0	34.1	4.46	1.51e-49	0.92
chr5-3949	chr5	119309681	119311447	+	43.6	1766.000	87.000000	152.0	32.3	4.70	2.71e-52	0.95
chr7-4670	chr7	99140092	99141894	+	43.6	1802.000	84.000000	152.0	34.7	4.38	1.13e-48	1.01
chr8-3925	chr8	36532411	36534276	+	43.6	1865.000	79.000000	152.0	31.2	4.88	3.12e-54	0.95
chr8-4841	chr8	47412264	47414092	+	43.6	1828.000	69.000000	152.0	34.7	4.38	1.13e-48	0.92
chr8-4084	chr8	53638030	53639589	+	43.6	1559.000	77.000000	152.0	28.8	5.27	2.13e-58	0.93
chr8-8575	chr8	105757464	105759321	+	43.6	1857.000	50.000000	152.0	37.1	4.10	2.35e-45	0.95
chr8-3223	chr8	108480991	108483105	+	43.6	2114.000	91.000000	152.0	29.4	5.17	2.56e-57	0.93
chr8-9369	chr8	120837850	120840163	+	43.6	2313.000	48.000000	152.0	33.5	4.53	1.92e-50	0.92
chr9-5634	chr9	60091719	60094059	+	43.6	2340.000	65.000000	152.0	31.2	4.88	3.12e-54	1.00
chr9-4696	chr9	65123042	65124810	+	43.6	1768.000	74.000000	152.0	37.1	4.10	2.35e-45	0.95
chr9-7287	chr9	71752667	71755024	+	43.6	2357.000	55.000000	152.0	37.1	4.10	2.35e-45	0.94
chr9-15265	chr9	103107486	103109685	+	43.6	2199.000	38.000000	152.0	34.1	4.46	1.51e-49	1.00
chr9-4388	chr9	109058652	109060419	+	43.6	1767.000	78.000000	152.0	32.9	4.62	2.34e-51	0.95
chr10-3321	chr10	78068686	78070562	+	43.6	1876.000	81.000000	152.0	32.3	4.70	2.71e-52	0.98
chr10-1677	chr10	84576305	84577558	+	43.6	1253.000	134.000000	152.0	28.8	5.27	2.13e-58	0.98
chr10-4544	chr10	95264027	95265783	+	43.6	1756.000	65.000000	152.0	32.3	4.70	2.71e-52	0.91
chr11-6197	chr11	30471251	30473074	+	43.6	1823.000	82.000000	152.0	32.3	4.70	2.71e-52	0.95
chr11-8440	chr11	79696148	79698332	+	43.6	2184.000	66.000000	152.0	37.1	4.10	2.35e-45	0.98
chr11-8263	chr11	82536982	82538765	+	43.6	1783.000	67.000000	152.0	33.5	4.53	1.92e-50	0.97
chr11-15422	chr11	88523928	88526391	+	43.6	2463.000	46.000000	152.0	34.1	4.46	1.51e-49	0.94
chr11-9099	chr11	99112020	99114106	+	43.6	2086.000	63.000000	152.0	31.2	4.88	3.12e-54	1.00
chr12-3902	chr12	5238565	5240631	+	43.6	2066.000	64.000000	152.0	32.3	4.70	2.71e-52	0.97
chr12-1206	chr12	23188898	23190151	+	43.6	1253.000	135.000000	152.0	5.9	25.84	2.02e-153	0.96
chr12-4897	chr12	80031581	80033356	+	43.6	1775.000	57.000000	152.0	36.5	4.17	3.70e-46	0.96
chr12-3966	chr12	87298950	87300739	+	43.6	1789.000	64.000000	152.0	29.4	5.17	2.56e-57	0.94
chr13-3987	chr13	37560256	37562510	+	43.6	2254.000	66.000000	152.0	30.6	4.97	3.09e-55	0.97
chr13-10124	chr13	46417637	46419712	+	43.6	2075.000	39.000000	152.0	27.6	5.50	1.21e-60	0.94
chr13-2309	chr13	48716312	48718078	+	43.6	1766.000	96.000000	152.0	32.9	4.62	2.34e-51	0.93
chr13-2540	chr13	60242086	60243864	+	43.6	1778.000	90.000000	152.0	33.5	4.53	1.92e-50	0.93
chr13-6113	chr13	68998312	69000344	+	43.6	2032.000	51.000000	152.0	30.0	5.07	2.90e-56	0.99
chr13-3181	chr13	74493395	74494938	+	43.6	1543.000	77.000000	152.0	23.5	6.46	1.63e-69	0.94
chr13-9982	chr13	119754744	119756593	+	43.6	1849.000	40.000000	152.0	31.8	4.79	2.99e-53	1.01
chr14-5607	chr14	23377337	23379960	+	43.6	2623.000	48.000000	152.0	36.5	4.17	3.70e-46	0.94
chr14-6166	chr14	33896008	33898091	+	43.6	2083.000	46.000000	152.0	28.8	5.27	2.13e-58	0.96
chr14-3887	chr14	47567372	47569034	+	43.6	1662.000	60.000000	152.0	25.9	5.87	3.09e-64	0.90
chr15-11333	chr15	91572017	91573679	+	43.6	1662.000	38.000000	152.0	27.1	5.62	8.27e-62	0.94
chr15-3658	chr15	103177091	103178885	+	43.6	1794.000	70.000000	152.0	33.5	4.53	1.92e-50	0.99
chr16-2844	chr16	4963574	4965431	+	43.6	1857.000	66.000000	152.0	32.3	4.70	2.71e-52	0.98
chr18-2099	chr18	12128076	12129603	+	43.6	1527.000	84.000000	152.0	32.9	4.62	2.34e-51	0.94
chr18-2599	chr18	14782605	14784372	+	43.6	1767.000	73.000000	152.0	32.9	4.62	2.34e-51	1.05
chr18-2406	chr18	80685209	80687262	+	43.6	2053.000	78.000000	152.0	34.7	4.38	1.13e-48	0.99
chr19-5452	chr19	44562133	44563730	+	43.6	1597.000	43.000000	152.0	30.0	5.07	2.90e-56	0.96
chr19-5230	chr19	46002741	46004520	+	43.6	1779.000	44.000000	152.0	37.6	4.04	1.44e-44	0.95
chrX-750	chrX	70385112	70386891	+	43.6	1779.000	101.000000	152.0	21.2	7.18	1.87e-75	0.92
chrX-478	chrX	73227978	73229494	+	43.6	1516.000	128.000000	152.0	18.2	8.34	4.65e-84	0.95
chrX-407	chrX	159532509	159533762	+	43.6	1253.000	136.000000	152.0	21.2	7.18	1.87e-75	0.93
chr1-4214	chr1	36016719	36018559	+	43.3	1840.000	77.000000	151.0	32.3	4.67	1.28e-51	0.96
chr1-4308	chr1	63729930	63731706	+	43.3	1776.000	76.000000	151.0	22.3	6.76	1.47e-71	0.97
chr1-7062	chr1	72283383	72284984	+	43.3	1601.000	56.000000	151.0	26.5	5.71	3.02e-62	0.96
chr2-7131	chr2	30540199	30541898	+	43.3	1699.000	73.000000	151.0	33.5	4.50	8.74e-50	0.97
chr2-8052	chr2	104409525	104411293	+	43.3	1768.000	68.000000	151.0	31.2	4.84	1.53e-53	0.94
chr2-6133	chr2	118478802	118480623	+	43.3	1821.000	81.000000	151.0	28.2	5.35	8.95e-59	0.93
chr2-3053	chr2	157943674	157944925	+	43.3	1251.000	131.000000	151.0	25.9	5.84	1.82e-63	0.95
chr2-11479	chr2	165652159	165654795	+	43.3	2636.000	55.000000	151.0	37.6	4.01	5.82e-44	0.93
chr3-3446	chr3	53352951	53354751	+	43.3	1800.000	79.000000	151.0	30.6	4.94	1.54e-54	0.95
chr3-4845	chr3	81782176	81783969	+	43.3	1793.000	62.000000	151.0	28.8	5.24	1.12e-57	0.94
chr3-7506	chr3	90489926	90491519	+	43.3	1593.000	47.000000	151.0	25.3	5.97	1.01e-64	0.96
chr3-9768	chr3	101387004	101389065	+	43.3	2061.000	41.000000	151.0	32.9	4.58	1.08e-50	1.00
chr3-5391	chr3	131271069	131272693	+	43.3	1624.000	58.000000	151.0	29.4	5.13	1.33e-56	0.99
chr4-4612	chr4	43405724	43407263	+	43.3	1539.000	84.000000	151.0	37.1	4.08	9.67e-45	0.91
chr4-2176	chr4	48124582	48125835	+	43.3	1253.000	138.000000	151.0	21.8	6.94	4.68e-73	0.95
chr4-5694	chr4	87834009	87836309	+	43.3	2300.000	74.000000	151.0	34.7	4.35	4.97e-48	0.99
chr4-4759	chr4	123239023	123240556	+	43.3	1533.000	83.000000	151.0	32.3	4.67	1.28e-51	0.97
chr4-2331	chr4	127076848	127078098	+	43.3	1250.000	133.000000	151.0	22.3	6.76	1.47e-71	0.97
chr4-4255	chr4	128636468	128638329	+	43.3	1861.000	89.000000	151.0	31.2	4.84	1.53e-53	0.95
chr4-4270	chr4	138433961	138435491	+	43.3	1530.000	89.000000	151.0	30.6	4.94	1.54e-54	0.93
chr4-9476	chr4	144881957	144884326	+	43.3	2369.000	55.000000	151.0	35.3	4.28	3.51e-47	0.95
chr5-4863	chr5	30921062	30922880	+	43.3	1818.000	74.000000	151.0	35.3	4.28	3.51e-47	0.98
chr5-12039	chr5	45448938	45450830	+	43.3	1892.000	43.000000	151.0	28.8	5.24	1.12e-57	0.92
chr5-6691	chr5	113131965	113134081	+	43.3	2116.000	60.000000	151.0	30.0	5.03	1.47e-55	0.92
chr5-7061	chr5	129489012	129490812	+	43.3	1800.000	58.000000	151.0	30.0	5.03	1.47e-55	0.95
chr5-8267	chr5	145280039	145281575	+	43.3	1536.000	53.000000	151.0	18.2	8.28	3.88e-83	0.94
chr6-2383	chr6	115544182	115545965	+	43.3	1783.000	116.000000	151.0	27.1	5.58	4.65e-61	1.02
chr6-1927	chr6	122874229	122875490	+	43.3	1261.000	134.000000	151.0	18.8	8.02	2.61e-81	0.99
chr6-3875	chr6	135167196	135168953	+	43.3	1757.000	82.000000	151.0	34.1	4.43	6.74e-49	0.97
chr7-4592	chr7	97737421	97738930	+	43.3	1509.000	85.000000	151.0	26.5	5.71	3.02e-62	0.97
chr7-2230	chr7	110843642	110844894	+	43.3	1252.000	141.000000	151.0	22.3	6.76	1.47e-71	0.96
chr7-7110	chr7	118402306	118404261	+	43.3	1955.000	62.000000	151.0	29.4	5.13	1.33e-56	0.93
chr8-6270	chr8	34813542	34816005	+	43.3	2463.000	59.000000	151.0	26.5	5.71	3.02e-62	0.91
chr8-3945	chr8	83955050	83956841	+	43.3	1791.000	79.000000	151.0	31.8	4.75	1.43e-52	0.97
chr8-4124	chr8	107886372	107888177	+	43.3	1805.000	77.000000	151.0	30.6	4.94	1.54e-54	0.95
chr9-4974	chr9	64457241	64459348	+	43.3	2107.000	71.000000	151.0	34.1	4.43	6.74e-49	0.97
chr9-4879	chr9	64567610	64569781	+	43.3	2171.000	72.000000	151.0	37.1	4.08	9.67e-45	1.02
chr9-10484	chr9	96536174	96537965	+	43.3	1791.000	45.000000	151.0	30.6	4.94	1.54e-54	0.91
chr9-6919	chr9	102977084	102979176	+	43.3	2092.000	57.000000	151.0	29.4	5.13	1.33e-56	0.93
chr9-1883	chr9	105052978	105054231	+	43.3	1253.000	142.000000	151.0	14.1	10.70	3.80e-98	0.92
chr10-5666	chr10	75892211	75894256	+	43.3	2045.000	56.000000	151.0	30.0	5.03	1.47e-55	0.95
chr10-2867	chr10	79959734	79961247	+	43.3	1513.000	91.000000	151.0	25.9	5.84	1.82e-63	0.94
chr11-6788	chr11	74637625	74639432	+	43.3	1807.000	77.000000	151.0	30.0	5.03	1.47e-55	0.98
chr11-3073	chr11	86806974	86808226	+	43.3	1252.000	136.000000	151.0	20.0	7.55	7.69e-78	0.96
chr11-10283	chr11	97732856	97735200	+	43.3	2344.000	58.000000	151.0	37.6	4.01	5.82e-44	0.97
chr11-7993	chr11	109994322	109996679	+	43.3	2357.000	69.000000	151.0	31.8	4.75	1.43e-52	0.94
chr11-5978	chr11	120046216	120047990	+	43.3	1774.000	85.000000	151.0	32.9	4.58	1.08e-50	0.97
chr11-8963	chr11	121847225	121849013	+	43.3	1788.000	64.000000	151.0	25.9	5.84	1.82e-63	0.94
chr12-2285	chr12	12654455	12656630	+	43.3	2175.000	89.000000	151.0	34.1	4.43	6.74e-49	0.97
chr13-5366	chr13	94172978	94174872	+	43.3	1894.000	55.000000	151.0	35.9	4.21	2.38e-46	0.94
chr14-3508	chr14	70288585	70290347	+	43.3	1762.000	64.000000	151.0	27.6	5.46	6.68e-60	0.98
chr15-4987	chr15	99607334	99609800	+	43.3	2466.000	57.000000	151.0	36.5	4.14	1.55e-45	1.01
chr15-2894	chr15	103134402	103136434	+	43.3	2032.000	83.000000	151.0	32.9	4.58	1.08e-50	1.03
chr16-1082	chr16	33062103	33063616	+	43.3	1513.000	131.000000	151.0	27.6	5.46	6.68e-60	0.96
chr17-10336	chr17	3325593	3327703	+	43.3	2110.000	41.000000	151.0	30.6	4.94	1.54e-54	0.98
chr17-5116	chr17	15563656	15565430	+	43.3	1774.000	61.000000	151.0	24.7	6.11	5.19e-66	0.92
chr17-2726	chr17	23585286	23587048	+	43.3	1762.000	95.000000	151.0	36.5	4.14	1.55e-45	0.93
chr17-3695	chr17	23592099	23593891	+	43.3	1792.000	76.000000	151.0	27.6	5.46	6.68e-60	0.93
chr17-4524	chr17	72996466	72998338	+	43.3	1872.000	67.000000	151.0	30.6	4.94	1.54e-54	0.95
chr17-9351	chr17	86143995	86145822	+	43.3	1827.000	44.000000	151.0	31.2	4.84	1.53e-53	0.96
chr18-6712	chr18	47329313	47331402	+	43.3	2089.000	42.000000	151.0	32.9	4.58	1.08e-50	0.93
chr19-1677	chr19	5567180	5568956	+	43.3	1776.000	91.000000	151.0	29.4	5.13	1.33e-56	0.92
chr19-3802	chr19	7102803	7104872	+	43.3	2069.000	52.000000	151.0	26.5	5.71	3.02e-62	1.00
chr19-1436	chr19	47358933	47360802	+	43.3	1869.000	103.000000	151.0	36.5	4.14	1.55e-45	0.96
chrX-1975	chrX	94177111	94178778	+	43.3	1667.000	54.000000	151.0	24.7	6.11	5.19e-66	0.97
chrX-2341	chrX	140456040	140458071	+	43.3	2031.000	48.000000	151.0	21.2	7.13	1.34e-74	0.92
chrX-1292	chrX	166478643	166480401	+	43.3	1758.000	74.000000	151.0	18.8	8.02	2.61e-81	0.97
chr1-4656	chr1	39477858	39479674	+	43.0	1816.000	72.000000	150.0	33.5	4.47	3.95e-49	0.95
chr1-4525	chr1	162871048	162873162	+	43.0	2114.000	74.000000	150.0	28.8	5.20	5.90e-57	0.98
